book,title,author,genre,num_pages
1218,"Perrine's Literature: Structure, Sound, and Sense",Thomas R. Arp,"Reference,Literature,Poetry,Nonfiction,Textbooks,Anthologies,Academic,School,Young Adult,High School,Humanities,Language,Classics",1522.0
1219,Against Gravity,Farnoosh Moshiri,"Fiction,Contemporary",336.0
1220,Raft,Stephen Baxter,"Science Fiction,Fiction,Space,Space Opera,Science Fiction,Hard Science Fiction,Science Fiction Fantasy,Novels,Space,Speculative Fiction,Science Fiction,Aliens",251.0
1221,Clinical Interviewing,"John Sommers-Flanagan,Rita Sommers-Flanagan","Psychology,Nonfiction,Textbooks,Psychology,Counselling,Academic,Academic,Grad School",456.0
1222,Through the Storm,Beverly Jenkins,"Romance,Romance,Historical Romance,Historical,Historical Fiction,Historical,Cultural,African American,Adult,Military History,Civil War,Fiction,Romance,African American Romance,Adult Fiction",384.0
1223,Black Lace,Beverly Jenkins,"Romance,Romance,African American Romance,Romance,Romantic Suspense,Contemporary,Fiction,Romance,Contemporary Romance,Cultural,African American",384.0
1224,Black Storm,David Poyer,"War,Military Fiction,Thriller,Fiction,Adventure",384.0
1225,People of the Sea: The Search for the Philistines,"Trude Dothan,Moshe Dothan","History,Ancient History,History,Archaeology,History",0.0
1226,The Titans,John Jakes,"Historical,Historical Fiction,Fiction,Historical,Military History,Civil War,War,North American Hi...,American History,Adult,Fantasy,Novels,Drama",560.0
1227,Legacy,Molly Cochran,"Young Adult,Fantasy,Fantasy,Paranormal,Paranormal,Witches,Romance,Fantasy,Magic,Fantasy,Supernatural,Fantasy,Urban Fantasy,School Stories,Boarding School,Young Adult,Young Adult Paranormal",418.0
1228,Orion's Hounds,Christopher L. Bennett,"Media Tie In,Star Trek,Science Fiction,Fiction,Star Trek,Star Trek The Next Generation,Science Fiction Fantasy,Novels,Space,Space Opera,Media Tie In,Tv,Media Tie In",379.0
1229,The Passage,David Poyer,"War,Military Fiction,Fiction,Thriller,War",560.0
1230,Chris Carmichael's Food for Fitness,"Chris Carmichael,Jim Rutberg,Kathy Zawadzki","Health,Nonfiction,Sports,Fitness,Sports,Cycling,Health,Nutrition",448.0
1231,A Wild Yearning,Penelope Williamson,"Romance,Historical Romance,Romance,Historical,Westerns,Romance,Western Romance,Historical,Historical Fiction,Mail Order Brides",448.0
1232,Prey,Graham Masterton,"Horror,Fiction,Mystery,Lovecraftian,Cthulhu Mythos,Thriller,Science Fiction,Time Travel",352.0
1233,Behind the Secret Window,Nelly S. Toll,"World War II,Holocaust,Nonfiction,History,Biography,War,Autobiography,Memoir,Biography,Autobiography,War,World War II,Adult,Childrens",160.0
1234,Confessions of a Spy,Pete Earley,"Nonfiction,History,Spy Thriller,Espionage,Biography,Crime,True Crime,Politics",365.0
1235,Blood Secret,Kathryn Lasky,"Historical,Historical Fiction,Young Adult,Historical,Fiction,Religion,Cultural,Spain,Fantasy,Literature,Jewish,Family,Mystery",256.0
1236,"The Accidental Republic: Crippled Workingmen, Destitute Widows, and the Remaking of American Law",John Fabian Witt,"Law,North American Hi...,American History",311.0
1237,Quantum: A Guide for the Perplexed,Jim Al-Khalili,"Science,Science,Physics,Nonfiction,Physics,Quantum Mechanics,Science,Popular Science,Audiobook,Reference,Adult,Space,Science,Chemistry",280.0
1238,A Guide to Experiments in Quantum Optics,"Hans-A. Bachor,Timothy C. Ralph","Science,Physics",434.0
1239,Queer Dharma: Voices of Gay Buddhists,Winston Leyland,"Religion,Buddhism,LGBT,Gay,GLBT,Queer Studies,GLBT,Queer",416.0
1240,Quantum Theory: A Very Short Introduction,John C. Polkinghorne,"Science,Science,Physics,Nonfiction,Philosophy,Science,Popular Science,History,Physics,Quantum Mechanics,Science,Chemistry,Reference,Audiobook",113.0
1241,Einstein for Beginners,"Joseph Schwartz,Michael McGuinness","Science,Nonfiction,Biography,Science,Physics,History,Sequential Art,Graphic Novels,Reference,Science,Popular Science,Science,Mathematics,Biography,Autobiography",176.0
1242,The Day of the Scorpion,Paul Scott,"Historical,Historical Fiction,Cultural,India,Fiction,Historical,Literature,European Literature,British Literature,Classics,Literature,20th Century,Novels,Cultural,Asia",493.0
1243,The Hammer,"S.M. Stirling,David Drake","Science Fiction,Fiction,Science Fiction,Military Science Fiction,Fantasy,War,Military Fiction,Science Fiction Fantasy,War",320.0
1244,Pollyanna,Eleanor H. Porter,"Classics,Fiction,Childrens,Young Adult,Historical,Historical Fiction,Childrens,Middle Grade,Historical,Childrens,Childrens Classics,Literature,American,Childrens,Juvenile",304.0
1245,Darwin and the Beagle,Alan Moorehead,"History,Nonfiction,Biography,Science,Biology,Evolution,Travel,Science,History Of Science,Environment,Nature,Science,Biology,Science,Natural History",224.0
1246,The Prophets,Abraham Joshua Heschel,"Religion,Theology,Religion,Religion,Judaism,Literature,Jewish,Philosophy,Nonfiction,Christian,Religion,Christianity,Judaism,Judaica,Christianity,Old Testament",704.0
1247,Fundamentals of Anatomy & Physiology,"Frederic H. Martini,Judi L. Nath","Science,Textbooks,Reference,Medical,Academic,School,Science,Biology,Nonfiction,Health,Medicine,Academic,Read For School,Education",1114.0
1248,Research Methods in Social Relations,"Rick H. Hoyle,Charles M. Judd","Psychology,Academic",592.0
1249,Treasures in the Trunk: Quilts of the Oregon Trail,Mary Bywater Cross,"Crafts,Quilting,History,Reference,Crafts,Sewing,Nonfiction",174.0
1250,Wolfsbane,Shannon West,"Romance,M M Romance,Fantasy,Paranormal,Paranormal,Shapeshifters,Fantasy,LGBT,Gay,Romance,M M Romance,M M Paranormal,Shapeshifters,Werewolves,Erotica,BDSM,Contemporary",147.0
1251,John F. Kennedy,"Alan Brinkley,Sean Wilentz","Politics,Presidents,History,Biography,Nonfiction,North American Hi...,American History,Politics,Presidents,Us Presidents,Literature,American",224.0
1252,Remembrance,Michelle Madow,"Young Adult,Romance,Fantasy,Science Fiction,Time Travel,Fantasy,Paranormal,Contemporary,Fantasy,Magic,Fiction,Mystery,Science Fiction",314.0
1253,Blood Lust,Brian  Jackson,"Romance,M M Romance,M M Romance,M M Fantasy,Horror,Paranormal,Vampires",0.0
1254,Ghouls,"Chuck Wendig,Matt McFarland","Games,Role Playing Games,Horror,Paranormal,Vampires",144.0
1255,Krav Maga: How to Defend Yourself Against Armed Assault,Imi Sde-Or,"Combat,Martial Arts,Nonfiction,Sports,Sports,Health",256.0
1256,Pickup Artists: Street Basketball in America,"Lars Anderson,Chad Millman","Sports,Sports,Sports,Basketball",214.0
1257,The History Buff's Guide to the Civil War,Thomas R. Flagel,"History,Military History,Civil War,Nonfiction,North American Hi...,American History,American History,American Civil War,Military,Military History,Historical,Reference",514.0
1258,Children of Pithiviers,Sheila Kohler,Fiction,176.0
1259,The Dead Secret,Wilkie Collins,"Classics,Mystery,Fiction,Gothic,Historical,Victorian,Literature,19th Century,European Literature,British Literature,Literature,Suspense,Classics,Classic Literature",340.0
1260,The Frozen Deep,Wilkie Collins,"Classics,Fiction,Mystery,Historical,Victorian,Historical,Historical Fiction,Literature,19th Century,Gothic,Literature,English Literature,European Literature,British Literature,Short Stories",106.0
1261,That Hideous Strength,C.S. Lewis,"Science Fiction,Fiction,Fantasy,Christian,Classics,Christian Fiction,Science Fiction Fantasy,Religion,Christianity,Religion,Literature",534.0
1262,Coming to Jakarta: A Poem about Terror,Peter Dale Scott,Poetry,160.0
1263,Silver-Tongued Devil,Jaye Wells,"Fantasy,Urban Fantasy,Paranormal,Vampires,Fantasy,Paranormal,Fantasy,Fantasy,Magic,Romance,Paranormal,Demons,Paranormal,Witches,Romance,Paranormal Romance,Shapeshifters,Werewolves",405.0
1264,Winter Fire,Jess Dee,"Adult Fiction,Erotica,Erotica,Menage,Romance,Menage,M F M,Romance,Erotic Romance,Contemporary,Romance,Contemporary Romance,Novella,Business,Amazon,Short Stories",0.0
1265,Never Too Late,Betty Neels,"Romance,Category Romance,Harlequin,Romance,Contemporary Romance,Harlequin,Hqn",224.0
1266,Genetics,A.V.S. Sambamurty,Genetic regulation,820.0
1267,L.A. Noir,James Ellroy,"Mystery,Crime,Fiction,Mystery,Mystery,Noir,Thriller,Literature,American,Mystery,Detective,Thriller,Mystery Thriller,Suspense,Novels",644.0
1268,Madam: Inside a Nevada Brothel,Lora Shaner,Nonfiction,360.0
1269,"Italy and Its Discontents: Family, Civil Society, State",Paul Ginsborg,"History,Cultural,Italy,Nonfiction,Politics,History,European History,European Literature,British Literature",544.0
1270,Olivia,R. Lee Smith,"Fantasy,Fantasy,Paranormal,Horror,Dark,Romance,Adult Fiction,Erotica,Science Fiction,Adult,Erotica,Menage,Fantasy,Supernatural",1032.0
1271,Stonehenge,Bernard Cornwell,"Historical,Historical Fiction,Fiction,Historical,Fantasy,European Literature,British Literature,Adventure,Historical Fiction,Historical Fantasy,Historical Fiction,Prehistoric,History,Prehistory,Romance",578.0
1272,"Pokemon Gold, Silver, and Crystal (Prima's Official Strategy Guide)",Elizabeth M. Hollinger,"Sports and Games,Games",112.0
1273,The Nude: A Study in Ideal Form,Kenneth  Clark,"Art,Nonfiction,Art,Art History,History,Philosophy,Reference,Philosophy,Theory,Classics,Art,Visual Art,Sexuality",480.0
1274,365 Ways To Checkmate,Joe   Gallagher,"Games,Chess",208.0
1275,Farscape: The Illustrated Companion,"Paul Simpson,David         Hughes","Nonfiction,Media Tie In,Tv,Media Tie In,Culture,Pop Culture",160.0
1276,Crimes of the City,Robert Rosenberg,"Cultural,Israel,Mystery,Crime",200.0
1277,The Cabin: Inspiration for the Classic American Getaway,"Dale Mulfinger,Susan E. Davis","Architecture,Nonfiction,Reference",250.0
1278,Gog,"Giovanni Papini,Fikret Adil","Fiction,Literature,European Literature,Italian Literature,Cultural,Italy,Novels,Philosophy,Roman,Classics,Short Stories,Unfinished",386.0
1279,"Will Write for Food: The Complete Guide to Writing Cookbooks, Restaurant Reviews, Articles, Memoir, Fiction and More",Dianne Jacob,"Language,Writing,Food and Drink,Food,Nonfiction,Food and Drink,Cooking,Food and Drink,Cookbooks,Reference,Writing,Journalism,Food and Drink,Food Writing,Business,Food and Drink,Culinary",320.0
1280,What Makes Sammy Run?,Budd Schulberg,"Fiction,Classics,Novels,Culture,Film,Literature,American,Philosophy,Literature,Media Tie In,Contemporary,Self Help",320.0
1281,Mildred Pierce,James M. Cain,"Fiction,Classics,Mystery,Noir,Mystery,Historical,Historical Fiction,Mystery,Crime,Novels,Literature,20th Century,Literature,Audiobook",288.0
1282,Balthazar,Lawrence Durrell,"Fiction,Classics,Historical,Historical Fiction,Literature,Northern Africa,Egypt,Novels,Literary Fiction,Literature,20th Century,European Literature,British Literature,Literature,English Literature",280.0
1283,The Post-Colonial Studies Reader,Bill Ashcroft,"Nonfiction,Philosophy,Theory,Culture,Cultural Studies,Literature,Post Colonial,Reference,Literature,20th Century,Philosophy,Criticism,Literary Criticism,Academic,School,History",526.0
1284,I'm Just Here for More Food: Food x Mixing + Heat = Baking,Alton Brown,"Food and Drink,Cookbooks,Food and Drink,Cooking,Food and Drink,Food,Nonfiction,Reference,Science,How To,Food and Drink,Culinary,Food and Drink,Food and Drink,Foodie",336.0
1285,Alton Brown's Gear for Your Kitchen,Alton Brown,"Food and Drink,Cookbooks,Food and Drink,Cooking,Food and Drink,Food,Nonfiction,Reference,Food and Drink,How To,Science,Food and Drink,Foodie,Anthologies,Collections",256.0
1286,Passion's Ransom,Betina Krahn,"Romance,Historical Romance,Romance,Adventure,Pirates,Historical,Historical,Historical Fiction,American Revolution,American Revolutionary War,Adult,Fiction",447.0
1287,"The Search for Big Foot: Monster, Myth or Man?",Peter Byrne,"Fantasy,Paranormal,Nonfiction",244.0
1288,Bigfoot and Other Legendary Creatures,"Paul Robert Walker,William Noonan",Juvenile Nonfiction,64.0
1289,Bigfoot,Richard Hoyt,Nature,224.0
1290,Genders in Production: Making Workers in Mexico's Global Factories,Leslie Salzinger,"Sociology,Anthropology,Ethnography,Academic",232.0
1291,A Kiss To Remember,Miranda Lee,"Category Romance,Harlequin,Harlequin,Harlequin Presents,Romance,Romance,Contemporary Romance,Harlequin,Harlequin Romance",192.0
1292,Nell Gwyn: Mistress to a King,Charles Beauclerk,"History,Biography,Nonfiction,Literature,17th Century,Historical,European Literature,British Literature,Feminism,History,European History,Biography Memoir",448.0
1293,The Reader,"Amy Hest,Lauren Castillo","Childrens,Picture Books,Childrens,Animals,Dogs,Fiction,Writing,Books About Books,Realistic Fiction,Animals,Childrens,Storytime,Childrens,Juvenile,Contemporary",32.0
1294,Between the Lines,Roberta Dennis,,186.0
1295,Where Time Winds Blow,Robert Holdstock,"Science Fiction,Fantasy,Fiction,Science Fiction Fantasy,Science Fiction,Time Travel",250.0
1296,Little Oh,"Laura Krauss Melmed,Jim LaMarche","Childrens,Picture Books,Fantasy,Childrens,Cultural,Japan,Literature,Asian Literature,Fiction,Fantasy,Fairy Tales,Art,Family,Adventure",32.0
1297,Byzantium,Michael Ennis,"Historical,Historical Fiction,Fiction",768.0
1298,"Happiness, Death, and the Remainder of Life",Jonathan Lear,"Philosophy,Psychology,Psychoanalysis,Nonfiction",204.0
1299,The Snail and the Whale,"Julia Donaldson,Axel Scheffler","Childrens,Picture Books,Childrens,Animals,Poetry,Fiction,Adventure,Environment,Nature,Travel,Childrens,Storytime,Academic,School",32.0
1300,"The Duke of Havana: Baseball, Cuba, and the Search for the American Dream","Steve Fainaru,Ray SÃ¡nchez","Sports,Baseball,Sports,Sports,Biography,Nonfiction",368.0
1301,The Tarot,Joseph Maxwell,"Occult,Tarot",223.0
1302,Looking for Trouble,Julie Elizabeth Leto,"Romance,Harlequin,Harlequin Blaze,Category Romance,Harlequin",256.0
1303,Those in Peril,Wilbur Smith,"Fiction,Thriller,Adventure,Action,Historical,Historical Fiction,Cultural,Africa,Mystery,Crime,Thriller,Mystery Thriller,Mystery,Audiobook",386.0
1304,The Beast,Alianne Donnelly,"Romance,Fantasy,Fantasy,Fairy Tales,Fantasy,Paranormal,Novella,Romance,Paranormal Romance,Short Stories,Fairy Tales,Beauty and The Beast,Historical",52.0
1305,The Pie and Pastry Bible,"Rose Levy Beranbaum,Maria D. Guarnaschelli","Food and Drink,Cookbooks,Food and Drink,Cooking,Food and Drink,Food,Nonfiction,Reference,Food and Drink,Food and Drink,Foodie,Food and Drink,Culinary",704.0
1306,The Effective Invitation: A Practical Guide for the Pastor,R. Alan Streett,Religion,272.0
1307,The Origins of Biblical Monotheism: Israel's Polytheistic Background and the Ugaritic Texts,Mark S. Smith,"Religion,History,Nonfiction,Literature,Jewish,Religion,Theology,Religion,Judaism,Christianity,Old Testament,Fantasy,Mythology",352.0
1308,Andrew Jackson: His Life and Times,H.W. Brands,"Biography,History,Politics,Presidents,Nonfiction,North American Hi...,American History,Politics,Presidents,Us Presidents,Biography Memoir,Literature,American,Audiobook",656.0
1309,Hush,Stacey R. Campbell,"Young Adult,Romance,Contemporary,Mystery,School Stories,Boarding School,Fiction,Young Adult,High School,Fantasy,Thriller,Womens Fiction,Chick Lit",278.0
1310,The Genius of the System: Hollywood Filmmaking in the Studio Era,"Thomas Schatz,Steven Bach","Culture,Film,Nonfiction,History,Media Tie In,Business,Academic,Read For School,North American Hi...,American History,Reference,Academic,Culture,Pop Culture",528.0
1311,Fatal Flaw,William Lashner,"Mystery,Fiction,Thriller,Thriller,Legal Thriller,Mystery,Crime,Thriller,Mystery Thriller",563.0
1312,She Captains: Heroines and Hellions of the Sea,Joan Druett,"History,Nonfiction,Adventure,Pirates,Womens,Biography,Historical,Feminism,Adventure,Biography Memoir,Reference,Research",304.0
1313,The Search: How Google and Its Rivals Rewrote the Rules of Business and Transformed Our Culture,John Battelle,"Business,Nonfiction,Science,Technology,Computers,Internet,Business,Google,Science,Computer Science,History,Computer Science,Computers,Internet,Web,Economics",320.0
1314,Wolf Tales,Kate Douglas,"Adult Fiction,Erotica,Fantasy,Paranormal,Romance,Paranormal Romance,Romance,Paranormal,Shapeshifters,Erotica,Menage,Shapeshifters,Werewolves,Romance,Erotic Romance,Adult,Fantasy",257.0
1315,Nectar in a Sieve,Kamala Markandaya,"Fiction,Classics,Cultural,India,Historical,Historical Fiction,Academic,School,Academic,Read For School,Asian Literature,Indian Literature,Literature,Historical,Young Adult,High School",186.0
1316,All Roads Lead to the Sea,Kapka Kassabova,Poetry,0.0
1317,The Rose of the World,Alys Clare,"Mystery,Historical,Historical Fiction,Fiction,Historical,Medieval,Historical,Mystery,Historical Mystery,Literature,13th Century,European Literature,British Literature,Fantasy,Mystery,Crime",240.0
1318,In the Balance,Patricia Wentworth,"Mystery,Fiction,Mystery,Crime,European Literature,British Literature,Mystery,Cozy Mystery,Historical,Historical Fiction,Classics,Audiobook,Literature,20th Century,Thriller,Mystery Thriller",342.0
1319,The Earth Manual: How to Work on Wild Land Without Taming It,"Malcolm Margolin,Michael   Harney","Wildlife,Environment,Nature",254.0
1320,Ruled Britannia,Harry Turtledove,"Science Fiction,Alternate History,Historical,Historical Fiction,Fiction,Science Fiction,Fantasy,Historical,Speculative Fiction,Science Fiction Fantasy,War,European Literature,British Literature",464.0
1321,Stormswept,"Deborah Martin,Sabrina Jeffries","Romance,Historical Romance,Romance,Historical,Adult,Historical,Regency,Historical,Historical Fiction,Fiction,Historical,Georgian,Historical Romance,Regency Romance,Audiobook",350.0
1322,Departures,Harry Turtledove,"Science Fiction,Alternate History,Science Fiction,Short Stories,Fantasy,Fiction,Anthologies,Science Fiction Fantasy,Historical",342.0
1323,Malcolm,"George MacDonald,Michael R. Phillips","Fiction,Christian Fiction,Historical,Historical Fiction,Young Adult,Classics",0.0
1324,Homeward Bound,"Harry Turtledove,Jim  Burns","Science Fiction,Science Fiction,Alternate History,Fiction,Historical,Historical Fiction,Fantasy,War,Military Fiction,War,Science Fiction Fantasy,Science Fiction,Aliens,Speculative Fiction",648.0
1325,Savage Pellucidar,"Edgar Rice Burroughs,J. Allen St. John,Harry Turtledove","Fantasy,Science Fiction,Fiction,Adventure,Science Fiction Fantasy,Speculative Fiction,Literature,Pulp,Classics,Role Playing Games,Dungeons and Dragons",304.0
1326,A Visual Dictionary of Architecture,Francis D.K. Ching,"Architecture,Reference,Nonfiction,Design,Art,Cultural Heritage,Heritage Preservation,Art,Art Design,Education,Preservation,Anthologies,Collections",320.0
1327,A Creepy Countdown,"Charlotte S. Huck,Jos. A. Smith","Holiday,Halloween,Childrens,Picture Books,Number,Counting,Childrens,Holiday,Childrens,Juvenile,Folklore,Monsters,Mathematics,Number",24.0
1328,Air Power and Maneuver Warfare,Martin van Creveld,"War,Military Fiction",288.0
1329,The Stolen Throne,Harry Turtledove,"Fantasy,Science Fiction,Science Fiction,Alternate History,Fiction",356.0
1330,Worlds that Weren't,"Harry Turtledove,S.M. Stirling,Mary Gentle,Walter Jon Williams","Science Fiction,Alternate History,Science Fiction,Fiction,Anthologies,Fantasy,Short Stories,Historical,Historical Fiction,Historical,Science Fiction Fantasy,Literature",320.0
1331,Agent of Byzantium,"Harry Turtledove,Isaac Asimov","Science Fiction,Alternate History,Science Fiction,Fiction,Historical,Historical Fiction,Fantasy,Short Stories,Historical,Science Fiction Fantasy,Spy Thriller,Espionage,Speculative Fiction",246.0
1332,A Different Flesh,Harry Turtledove,"Science Fiction,Alternate History,Science Fiction,Fiction,Anthologies,Fantasy,Short Stories,Science Fiction Fantasy,Historical",292.0
1333,South Riding,"Winifred Holtby,Shirley Williams,Marion Shaw","Classics,Fiction,Historical,Historical Fiction,European Literature,British Literature,Literature,20th Century,Classics,Modern Classics,Feminism,Novels,Literature,Historical",492.0
1334,Alternate Generals II,Harry Turtledove,"Science Fiction,Alternate History,Science Fiction,Fiction,Science Fiction Fantasy,Short Stories,Fantasy",378.0
1335,Swords of the Legion,Harry Turtledove,"Fantasy,Fiction,Science Fiction,Alternate History,Science Fiction,Historical,Historical Fiction,Science Fiction Fantasy,Speculative Fiction,Heroic Fantasy,Sword and Sorcery,Literature,Literature,American",394.0
1336,Aircraft of World War II,Jim Winchester,"Nonfiction,Transport,Aircraft,War,Military Fiction,History,Aviation,War,World War II",256.0
1337,Turbulence,Dana Mentink,"Mystery,Category Romance,Love Inspired,Love Inspired,Love Inspired Suspense,Romance,Christian,Adventure,Suspense,Fiction,Thriller,Mystery Thriller,Christian Fiction",215.0
1338,Can You Trust a Tomato in January?,Vince Staten,"Nonfiction,Food and Drink,Food,Reference,Trivia,Reference",240.0
1339,Body of Evidence,Patricia Cornwell,"Mystery,Mystery,Crime,Fiction,Thriller,Thriller,Mystery Thriller,Suspense,Mystery,Murder Mystery,Mystery,Detective,Audiobook,Adult",403.0
1340,Dress Your Family in Corduroy and Denim,David Sedaris,"Humor,Nonfiction,Autobiography,Memoir,Writing,Essays,Short Stories,Humor,Comedy,Audiobook,Biography,Biography Memoir,Biography,Autobiography",257.0
1341,Operations Management,"Jay Heizer,Barry Render","Business,Textbooks,Nonfiction,Business,Management,Reference,Academic,School",848.0
1342,The Understudy,Jack Weyland,"Lds,Lds Fiction,Christianity,Lds,Fiction,Religion,Young Adult,Adult,Young Adult,Teen",122.0
1343,Dead Ringer,John Francome,"Mystery,Mystery,Crime,Animals,Horses,Sports,Sports,Fiction",352.0
1344,First Degree,David Rosenfelt,"Mystery,Fiction,Audiobook,Animals,Dogs,Mystery,Crime,Thriller,Mystery Thriller,Thriller,Thriller,Legal Thriller,Humor,Animals",304.0
1345,The Next Library Leadership: Attributes of Academic and Public Library Directors,"Peter Hernon,Ronald R. Powell,Arthur P. Young","Science,Library Science",208.0
1346,Managing Your Documentation Projects,JoAnn T. Hackos,"Language,Writing,Reference",656.0
1347,When Sparrows Fall,Meg Moseley,"Christian Fiction,Fiction,Romance,Contemporary,Christian,Inspirational,Religion,Womens Fiction,Chick Lit,Adult,Romance,Christian Romance",352.0
1348,Wild Robert,Diana Wynne Jones,"Fantasy,Childrens,Fiction,Young Adult,Childrens,Middle Grade,Young Adult,Young Adult Fantasy,Humor,European Literature,British Literature,Science Fiction Fantasy,Fantasy,Magic",96.0
1349,"America's Library: The Story of the Library of Congress, 1800-2000","James Conaway,Edmund Morris","History,Nonfiction,North American Hi...,American History,Writing,Books About Books,Politics,Science,Library Science",240.0
1350,The River of Time,David Brin,"Science Fiction,Fiction,Short Stories,Anthologies,Fantasy,Anthologies,Collections,Science Fiction Fantasy,Space,Space Opera,Literature,American,Science Fiction,Hard Science Fiction",352.0
1351,The Practice Effect,David Brin,"Science Fiction,Fantasy,Fiction,Science Fiction Fantasy,Adventure,Speculative Fiction,Audiobook,Humor,Modern,Astronomy,Planets",277.0
1352,Japanese Prints,Gabriele Fahr-Becker,"Art,Cultural,Japan,Nonfiction,Reference,Asian Literature,Japanese Literature,History,Art,Art History,Cultural,Asia",240.0
1353,A Change of Climate,Hilary Mantel,"Fiction,Historical,Historical Fiction,Cultural,Africa,Literary Fiction,Literature,European Literature,British Literature,Audiobook,Novels,Contemporary,Southern Africa,South Africa",342.0
1354,As I Walked Out One Midsummer Morning,"Laurie Lee,Leonard Rosoman","Travel,Nonfiction,Biography,Autobiography,Memoir,Cultural,Spain,History,Adventure,Biography,Autobiography,Classics,Literature,20th Century",192.0
1355,Silver,Rhiannon Held,"Fantasy,Urban Fantasy,Fantasy,Fantasy,Paranormal,Shapeshifters,Werewolves,Romance,Paranormal,Shapeshifters,Fiction,Romance,Paranormal Romance,Young Adult,Adult",320.0
1356,Prehistoric America: A Journey through the Ice Age and Beyond,"Miles Barton,Ian Gray,Adam White,Stephen Dunleavy,Nigel Bean,Bruce Means","Nonfiction,Science",192.0
1357,He Did This Just For You,Max Lucado,"Christian,Nonfiction,Religion,Christianity,Spirituality,Christian,Christian Non Fiction,Religion",64.0
1358,Ancient Egyptian Materials and Technology,Paul T. Nicholson,"History,Northern Africa,Egypt,History,Archaeology",0.0
1359,Out of the Black Shadows: The Amazing Transformation of Stephen Lungu,Stephen Lungu,"Christian,Biography,Nonfiction,Cultural,Africa,Religion,Christianity,Eastern Africa,Zimbabwe,Religion",256.0
1360,"Problems of Democratic Transition and Consolidation: Southern Europe, South America, and Post-Communist Europe","Juan J. Linz,Alfred Stepan","Politics,Politics,Political Science,History,Nonfiction",504.0
1361,The Human Mind,Robert Winston,"Nonfiction,Psychology,Science,Biology,Neuroscience,Neuroscience,Brain,Science,Popular Science",528.0
1362,This Little Chick,John Lawrence,"Childrens,Picture Books,Animals,Childrens,Storytime,Childrens,Fiction,Animals,Birds,Family,Childrens,Juvenile",32.0
1363,View with a Grain of Sand: Selected Poems,"WisÅ‚awa Szymborska,StanisÅ‚aw BaraÅ„czak,Clare Cavanagh","Poetry,Cultural,Poland,European Literature,Polish Literature,Nobel Prize,Classics,Literature,Womens,Fiction,Female Authors,Literature,European Literature",214.0
1364,Rogue Male,Geoffrey Household,"Fiction,Thriller,Mystery,Crime,Mystery,Adventure,Thriller,Mystery Thriller,Suspense,Spy Thriller,Espionage,Classics,European Literature,British Literature",182.0
1365,Stokes Field Guide to Birds: Western Region,"Donald Stokes,Lillian Stokes","Animals,Birds,Environment,Nature,Nonfiction,Reference,Field Guides,Science,Animals,Reference,Own",560.0
